Name,Add,Px,Py,Changetime,Picture1
國家體育場（世運主場館）,高雄市813左營區,120.341300,22.629592,2022/04/26 15:00:20,https://khh.travel/content/images/Attractions/19976/640x480_attractions-image-56yhwseojukfj5dhf6yxag.jpg
大東濕地公園,高雄市830鳳山區光遠路及博愛路段,120.36395,22.62702,2022/04/26 10:31:31,https://khh.travel/content/images/Attractions/34234/640x480_attractions-image-ozboubvraemdtxrwrayzaa.jpg
半屏山自然公園,高雄市813左營區翠華路跟海功路交叉口,120.30971,22.69740,2022/04/25 14:11:31,https://khh.travel/image/496/640x480
台糖鳳山園藝休閒廣場,高雄市830鳳山區國泰路一段150號,120.35843,22.61469,2022/04/25 14:08:40,https://khh.travel/content/images/Attractions/56/640x480_ck9a2876_6446.jpg
寶來溫泉區,高雄市844六龜區寶來里 (六龜區的最北端),120.70130,23.10540,2022/04/25 13:51:47,https://khh.travel/content/images/Attractions/20492/640x480_attractions-image-kcu3fyh6g02wju6ok-kjgw.png
翠華路自行車天橋,高雄市813左營區翠華路跟新莊仔路交叉口,120.29876,22.67960,2022/04/21 16:18:17,https://khh.travel/image/8495/640x480
曹公廟/平成砲台,高雄市830鳳山區曹公路25之3號(曹公國小對面),120.35704,22.62771,2022/04/21 16:14:57,https://khh.travel/content/images/Attractions/20031/640x480_attractions-image-gua9g-kuykusovnpojjdla.jpg
茂林谷,高雄市851茂林區,120.67359,22.89138,2022/04/21 16:14:01,https://khh.travel/image/1638/640x480
茂林國家風景區,高雄市844六龜區新威里新威171號,120.62001,22.88812,2022/04/21 16:13:37,https://khh.travel/content/images/Attractions/20283/640x480_attractions-image-ytaqbbtunuetcp2qdfg0fg.jpg
張媽媽桑椹休閒農場,高雄市840大樹區興田里興田路116-1號,120.44714,22.74696,2022/04/21 16:07:03,https://khh.travel/image/601/640x480
新威森林公園,高雄市844六龜區新威里171號,120.62307,22.89351,2022/04/21 16:05:34,https://khh.travel/content/images/Attractions/20369/640x480_attractions-image-_xc7l1nykkqlhtzlctj_ma.jpg
旗津風車公園,高雄市805旗津區旗津二路,120.28415,22.58829,2022/04/21 16:00:56,https://khh.travel/content/images/Attractions/20070/640x480_attractions-image-hb2ia9awbey0rv_emujebg.jpg
鳳山溪綠園道,高雄市830鳳山區鳳山溪旁的綠帶,120.35957,22.61713,2022/04/21 14:41:14,https://khh.travel/image/1543/640x480
永齡杉林有機農業園區,高雄市846杉林區上平里山仙路19鄰288號,120.55051,22.97752,2022/04/21 14:19:03,https://khh.travel/image/727/640x480
鳳山溪前鎮河自行車路線,高雄市806前鎮區,120.31720,22.59366,2022/04/21 14:16:07,https://khh.travel/image/767/640x480
愛河自行車道,高雄市801前金區（延著愛河路線）,120.30313,22.65271,2022/04/21 14:14:53,https://khh.travel/image/8500/640x480
國立科學工藝博物館,高雄市807三民區三民區九如一路720號,120.32255,22.64149,2022/04/21 14:14:34,https://khh.travel/image/802/640x480
航空教育展示館,高雄市820岡山區致遠路55號,120.26907,22.79416,2022/04/21 11:58:58,https://khh.travel/content/images/Attractions/19996/640x480_attractions-image-lz-3qzg_vkubrcfbjpwcra.jpg
高雄輕軌,高雄市806前鎮區中安路1號,120.33091,22.58278,2022/04/21 11:52:59,https://khh.travel/image/8456/640x480
i-Ride KAOHSIUNG 5D 飛行劇院,高雄市806前鎮區復興四路9號,120.29890,22.60561,2022/04/21 11:39:32,https://khh.travel/content/images/Attractions/35872/640x480_attractions-image-rixy3qbvfu-vaumtcrxira.jpg
金獅湖蝴蝶園,高雄市807三民區鼎金一巷25號,120.32820,22.66615,,
高雄市天文教育館,高雄市812小港區平和南路300號(港和國小內),120.33746,22.56800,2022/04/20 17:33:01,https://khh.travel/image/891/640x480
FLOMO富樂夢橡皮擦觀光工廠,高雄市829湖內區中山路二段42號,120.23132,22.90340,2022/04/20 17:32:50,https://khh.travel/image/2005/640x480
鐵路地下化綠園道(綠園道彩繪),高雄市813左營區鼓山區翠華路1050號,120.29357,22.67396,2022/04/20 17:29:32,https://khh.travel/content/images/Attractions/37340/640x480_attractions-image-89ufz3fejeoszb8nnmn1sw.jpg
澄清湖高爾夫球場,高雄市833鳥松區大華里球場路270號,120.33903,22.66331,2022/04/19 17:24:00,https://khh.travel/image/498/640x480
真愛碼頭,高雄市801前金區五福路橋旁轉公園路可達,120.28966,22.61862,2022/04/19 17:19:35,https://khh.travel/content/images/Attractions/20010/640x480_attractions-image-axf7r7kh90-npfswnt43zw.jpg
鳳山龍山寺,高雄市830鳳山區中山路7號,120.36201,22.62078,2022/04/19 17:07:03,https://khh.travel/image/1470/640x480
市民廣場,高雄市803鹽埕區中正四路、大勇路口,120.28558,22.62557,2022/04/19 16:42:54,https://khh.travel/image/1191/640x480
高雄市音樂館,高雄市803鹽埕區河西路99號,120.28646,22.62743,2022/04/19 16:38:44,https://khh.travel/image/1186/640x480
太陽谷,高雄市824燕巢區金山村番田路埤底巷,120.40708,22.80378,2022/04/19 16:35:36,https://khh.travel/image/1157/640x480
大東文化藝術中心,高雄市830鳳山區光遠路161號,120.36349,22.62497,2022/04/19 16:32:19,https://khh.travel/content/images/Attractions/20412/640x480_attractions-image-0yuc51uze0esnagf2slu1w.jpg
天工開物-R23橋頭火車站,高雄市825橋頭區站前街12之1號,120.31097,22.76025,2022/04/19 16:26:30,https://khh.travel/image/168/640x480
鳳山基督長老教會,高雄市830鳳山區中正路172號,120.36099,22.62840,2022/04/19 15:46:42,https://khh.travel/content/images/Attractions/50/640x480_ck9a2943_6400.jpg
鳳山仙公廟,高雄市830鳳山區國泰路一段220號,120.35534,22.61535,2022/04/19 15:45:05,https://khh.travel/content/images/Attractions/47/640x480_ck9a2857_6399.jpg
陸軍官校(校史館),高雄市830鳳山區維武路1號,120.36585,22.61932,2022/04/19 15:41:51,https://khh.travel/image/1469/640x480
旗後教會,高雄市805旗津區廟前路13號,120.26763,22.61182,2022/04/19 15:34:10,https://khh.travel/image/1129/640x480
旗山橋,高雄市842旗山區中華路上,120.48759,22.88174,2022/04/19 15:30:25,https://khh.travel/content/images/Attractions/20415/640x480_attractions-image-0kv9wqg980woco_kgbqnzg.jpg
聖若瑟天主堂,高雄市842旗山區德義街6號,120.47901,22.88487,2022/04/19 14:46:19,https://khh.travel/image/1084/640x480
地景橋,高雄市842旗山區中華路上(旗山麥當勞對面),120.48565,22.88431,2022/04/19 14:45:18,https://khh.travel/image/1467/640x480
市定古蹟-旗山國小,高雄市842旗山區鼓山里華中街44號,120.48062,22.88826,2022/04/19 14:44:05,https://khh.travel/image/1069/640x480
高雄哈瑪星代天宮,高雄市804鼓山區鼓波街27號,120.27107,22.62260,2022/04/19 14:37:40,https://khh.travel/image/75/640x480
內惟埤文化園區,高雄市804鼓山區美術館路80號,120.28655,22.65669,2022/04/19 14:34:53,https://khh.travel/image/425/640x480
忠烈祠,高雄市804鼓山區忠義路32號,120.27382,22.62646,2022/04/19 14:34:30,https://khh.travel/content/images/Attractions/21016/640x480_attractions-image-gv4ul4fviugnojmq8zllcg.jpg
西子灣蔣介石行館,高雄市804鼓山區蓮海路70號(國立中山大學內),120.26468,22.62720,2022/04/19 14:23:25,https://khh.travel/image/412/640x480
同安張家古厝,高雄市826梓官區同安路248號,120.26723,22.75230,2022/04/19 13:52:56,https://khh.travel/image/1057/640x480
光榮碼頭,高雄市802苓雅區海邊路與新田路口,120.29226,22.61843,2022/04/19 11:48:33,https://khh.travel/content/images/Attractions/20136/640x480_attractions-image-k6bfxu1ftuq64nf9ml9iea.jpg
自來水公園,高雄市802苓雅區五福一路與光華一路交叉路口,120.31490,22.62729,2022/04/19 11:46:26,https://khh.travel/content/images/Attractions/28/640x480_img_0078_6273.jpg
永安老街,高雄市843美濃區永安街,120.54750,22.89744,2022/04/19 11:34:50,https://khh.travel/image/984/640x480
曾文忠美術館,高雄市843美濃區永安路118號,120.54480,22.89877,2022/04/19 11:34:30,https://khh.travel/image/1453/640x480
高雄市漁業文化館,高雄市806前鎮區漁港中一路2號地下一樓,120.31673,22.57225,2022/04/19 11:26:59,https://khh.travel/image/964/640x480
岡山文化中心,高雄市820岡山區岡山南路42號,120.29827,22.78327,2022/04/19 11:23:37,https://khh.travel/image/931/640x480
葫蘆雕刻藝術館,高雄市846杉林區新庄村司馬路45巷5號,120.55958,22.98893,2022/04/19 11:21:18,https://khh.travel/image/361/640x480
陳家友善香草園,高雄市847甲仙區中正路竹山巷18-3號,120.58968,23.08703,2022/04/19 11:09:18,https://khh.travel/image/914/640x480
甲仙形象商圈,高雄市847甲仙區文化路,120.58718,23.08145,2022/04/19 11:02:51,https://khh.travel/image/353/640x480
甲仙大橋,高雄市847甲仙區文化路上,120.58484,23.08059,2022/04/19 11:00:33,https://khh.travel/image/349/640x480
小林村紀念公園,高雄市847甲仙區小林里五里埔,120.64019,23.15425,2022/04/19 10:57:53,https://khh.travel/image/913/640x480
六義山登山步道,高雄市847甲仙區南段紫霞入口,120.57225,23.08858,2022/04/19 10:46:34,https://khh.travel/image/343/640x480
大崗山高爾夫球場,高雄市823田寮區西德里長山路 1 號,120.37140,22.89260,2022/04/19 10:34:01,https://khh.travel/image/1527/640x480
左營聖女小德蘭堂,高雄市813左營區廍後街3號,120.28826,22.68353,2022/04/19 10:32:13,https://khh.travel/image/324/640x480
原生植物園,高雄市813左營區重光路(縱貫鐵路旁),120.30120,22.68055,2022/04/19 10:31:01,https://khh.travel/image/316/640x480
洲仔濕地公園,高雄市813左營區環潭路58號,120.29822,22.68055,2022/04/19 10:27:36,https://khh.travel/content/images/Attractions/34239/640x480_attractions-image-jvulozdhhectjjkqqibdzw.jpg
薛家古厝,高雄市813左營區廍北里海平路40號,120.28778,22.68578,2022/04/19 10:25:21,https://khh.travel/image/295/640x480
洪家古厝,高雄市845內門區三平里二埔,120.45893,22.95341,2022/04/19 10:24:12,https://khh.travel/image/280/640x480
雁門煙雨,高雄市845內門區內東里西南方的鹹水埔,120.42712,22.91956,2022/04/19 10:22:52,https://khh.travel/content/images/Attractions/20387/640x480_attractions-image-e81f2hsfsuifwy9edoan_w.jpg
國定古蹟-竹仔門電廠,高雄市843美濃區獅山里竹門20號,120.58639,22.86940,2022/04/14 15:43:13,https://khh.travel/image/1444/640x480
彪琥台灣鞋故事館,高雄市807三民區民族一路335巷43-1號,120.31344,22.65374,2022/04/14 15:39:59,https://khh.travel/image/2/640x480
中都唐榮磚窯廠,高雄市807三民區中華橫路220號,120.28500,22.64206,2022/04/14 15:38:27,https://khh.travel/content/images/Attractions/22/640x480_ck9a2335_6207.jpg
檨仔林埤濕地公園,高雄市807三民區鼎金後路461巷,120.32707,22.67270,2022/04/14 14:57:56,https://khh.travel/image/193/640x480
啟明堂,高雄市813左營區蓮潭路36號,120.29214,22.68234,2022/04/13 17:32:02,https://khh.travel/image/619/640x480
木柵吊橋,高雄市845內門區(龍眼觀光果園內),120.47147,22.98098,2022/03/24 09:30:18,https://khh.travel/image/188/640x480
旗山老街,高雄市842旗山區中山路,120.48179,22.88511,2022/03/18 09:25:41,https://khh.travel/image/1242/640x480
寶山假日市集,高雄市848桃源區寶山里98號,120.72151,23.05543,2022/03/04 14:59:58,https://khh.travel/content/images/Attractions/1772/640x480_image017_8636.jpg
寶山茶園步道風光,,120.65838,23.00694,,
哨船頭山碉堡(西子灣),高雄市804鼓山區由安船街30巷小公園對面的登山小徑進入，循打狗英國領事館官邸景觀步道前進,120.26800,22.62063,2022/03/02 16:23:59,https://khh.travel/image/2000/640x480
多納部落,高雄市851茂林區大津里2號,120.71591,22.91104,2022/02/24 16:07:29,https://khh.travel/image/1033/640x480
林園紅樹林生態區(紅樹林人工溼地),高雄市832林園區石化三路與工業三路交接處,120.41616,22.48781,,
鳳山天公廟,高雄市830鳳山區光明路151號,120.35975,22.62521,2021/11/24 16:57:46,https://khh.travel/content/images/Attractions/44/640x480_ck9a2929_6398.jpg
新客家文化園區（高雄市客家文物館）,高雄市807三民區同盟二路215號,120.29509,22.64936,2021/10/06 11:24:36,https://khh.travel/content/images/Attractions/20/640x480_ck9a2284_6208.jpg
姑婆寮莊家古厝,高雄市840大樹區姑山路119號,120.42268,22.70983,2021/09/30 18:05:23,https://khh.travel/image/229/640x480
臺灣天壇,高雄市840大樹區統嶺里7鄰統嶺路88號,120.44693,22.77197,2021/09/30 18:05:12,https://khh.travel/image/260/640x480
信誼高爾夫球場,高雄市840大樹區統嶺里信誼路１號,120.41911,22.76584,2021/09/30 18:05:09,https://khh.travel/image/9/640x480
觀音山高爾夫球場,高雄市840大樹區三和村三和路140號,120.40334,22.73635,2021/09/30 18:05:05,https://khh.travel/image/265/640x480
不老溫泉區,高雄市844六龜區新發里境內,120.68505,23.06606,2021/09/30 18:04:50,https://khh.travel/image/290/640x480
空軍軍史館,高雄市820岡山區介壽西路西首一號,120.27258,22.78468,2021/09/30 18:04:00,https://khh.travel/image/936/640x480
美濃窯,高雄市843美濃區福美路496巷6號,120.52283,22.90521,2021/09/30 18:03:30,https://khh.travel/image/1454/640x480
美濃原鄉緣紙傘文化村,高雄市843美濃區中興路一段147號,120.54693,22.88273,2021/09/30 18:03:20,https://khh.travel/image/1428/640x480
陳中和紀念館,高雄市802苓雅區苓東路14號,120.29558,22.61344,2021/09/30 18:03:11,https://khh.travel/image/1009/640x480
梅山遊客中心,高雄市848桃源區梅山里梅山巷44-5號,120.82600,23.26336,2021/09/30 18:03:02,https://khh.travel/image/380/640x480
旗山孔廟,高雄市842旗山區中正路(鼓山公園內),120.47624,22.88878,2021/09/30 18:01:47,https://khh.travel/image/1077/640x480
勞動女性紀念公園,高雄市805旗津區旗津三路,120.28084,22.59447,2021/09/30 18:01:38,https://khh.travel/image/1093/640x480
余登發故居,高雄市825橋頭區橋南路27號,120.31162,22.75653,2021/09/30 17:59:57,https://khh.travel/image/1136/640x480
高雄市立電影館,高雄市803鹽埕區河西路10號,120.28878,22.62244,2021/09/30 17:59:17,https://khh.travel/image/1228/640x480
三和瓦窯,高雄市840大樹區竹寮路94號,120.42688,22.66315,2021/09/30 17:57:51,https://khh.travel/image/534/640x480
寶來妙通寺,高雄市844六龜區寶來里寶建路62號,120.68564,23.10078,2021/09/30 17:57:48,https://khh.travel/content/images/Attractions/21679/640x480_attractions-image-dv3jdblaouknv9ko6wucuq.jpg
高雄文學館,高雄市801前金區民生二路39號,120.29798,22.62550,2021/09/30 17:56:39,https://khh.travel/image/1305/640x480
紅毛港文化園區,高雄市812小港區南星路2808號,120.31776,22.54950,2021/09/30 17:54:54,https://khh.travel/content/images/Attractions/20651/640x480_attractions-image-42nnrkctm02uwsnou3zffq.jpg
大坪頂熱帶植物園,高雄市812小港區高坪十九街2號,120.38938,22.55653,2021/09/30 17:54:25,https://khh.travel/image/131/640x480
澄清湖棒球場,高雄市833鳥松區鳥松村大埤路113號,120.35905,22.65460,2021/09/30 17:54:16,https://khh.travel/image/111/640x480
台灣螺絲博物館,高雄市820岡山區壽天里岡山路533-2號,120.28688,22.80156,2021/09/30 17:53:27,https://khh.travel/image/850/640x480
高雄市勞工博物館,高雄市801前金區中正四路261號,120.28988,22.62713,,
MLD台鋁,高雄市806前鎮區忠勤路8號,120.30370,22.60394,2021/09/30 17:53:02,https://khh.travel/content/images/Attractions/1599/640x480_01_7507.jpg
舊振南漢餅文化館,高雄市831大寮區捷西路298號(大寮捷運站1號出口),120.38907,22.62230,2021/09/30 17:52:28,https://khh.travel/content/images/Attractions/1673/640x480_jzn han pastry house_8318.jpg
志斌豆瓣醬故事館,高雄市820岡山區大莊路72號,120.32175,22.80719,2021/09/30 17:52:10,https://khh.travel/content/images/Attractions/1714/640x480_image001-min_8529.jpg
高雄市皮影戲館,高雄市820岡山區岡山南路42號,120.29844,22.78270,2021/09/30 15:15:31,https://khh.travel/image/942/640x480
頂林仔邊派出所,高雄市832林園區福興街97號,120.39451,22.50504,2021/09/30 14:48:27,https://khh.travel/image/856/640x480
戰爭與和平紀念公園主題館,高雄市805旗津區旗津二路701號,120.28289,22.59118,2021/09/30 14:48:04,https://khh.travel/image/1098/640x480
市定古蹟-竹寮取水站,高雄市840大樹區竹寮路47號,120.42636,22.66786,2021/07/30 15:13:02,https://khh.travel/image/221/640x480
立德棒球場,高雄市801前金區市中一路217號,120.28930,22.62994,2021/05/20 15:18:38,https://khh.travel/image/74/640x480
中都愛河濕地公園,高雄市807三民區同盟三路與十全三路交叉處,120.28653,22.64655,2021/05/03 11:40:46,https://khh.travel/image/889/640x480
那瑪夏民權國小,高雄市849那瑪夏區瑪雅村平和巷220號,120.70286,23.24874,2021/03/18 17:02:17,https://khh.travel/content/images/Attractions/21537/640x480_attractions-image-uuf2qdt8fekfbqwg-xxnzq.jpg
高雄清真寺,高雄市802苓雅區建軍路11號,120.34195,22.62800,2021/02/22 09:56:58,https://khh.travel/image/1018/640x480
城邑左營慈濟宮,高雄市813左營區蓮潭路9號,120.29138,22.68091,2021/02/17 10:13:51,https://khh.travel/image/739/640x480
東照山關帝廟,高雄市840大樹區忠義路1號,120.39355,22.69409,2021/02/17 10:13:30,https://khh.travel/image/252/640x480
旗山天后宮,高雄市842旗山區永福街23巷16號,120.48230,22.88663,2021/02/17 10:11:03,https://khh.travel/image/1311/640x480
雙慈殿,高雄市830鳳山區縣口里三民路285-1號,120.35784,22.62513,2021/02/17 10:10:48,https://khh.travel/content/images/Attractions/19913/640x480_attractions-image-mndmknrpvkwtlxc2t8_iww.jpg
鳳山城隍廟,高雄市830鳳山區鳳明街66號,120.35919,22.62726,2021/02/17 10:09:47,https://khh.travel/image/815/640x480
諦願寺,高雄市844六龜區紅水坑11之1號,120.63856,23.01094,2021/02/08 16:35:07,https://khh.travel/content/images/Attractions/696/640x480_dsc02344_6895.jpg
東門樓,高雄市843美濃區東門里庄頭河岸，永安路頭,120.54886,22.89567,2020/09/21 16:44:58,https://khh.travel/content/images/Attractions/21807/640x480_attractions-image-0aiblj3v80ixj7radwe3ya.jpg
美濃敬字亭,高雄市843美濃區中山路、永安路交叉路口,120.53392,22.90223,2020/09/21 16:43:24,https://khh.travel/content/images/Attractions/21833/640x480_attractions-image-kuj8quwjmuit-9wl0zevrw.jpg
木柵教會 (重建中，暫不對外開放),高雄市845內門區木柵里木柵44號,120.46902,22.97619,2020/09/09 14:11:03,https://khh.travel/image/285/640x480
嗡嗡大峽谷,高雄市849那瑪夏區,120.67798,23.20920,2020/08/11 11:39:44,https://khh.travel/content/images/Attractions/21518/640x480_attractions-image-_ick2hqh_eqdnln2cknlnw.jpg
茂林三大名山-龍頭山、蛇頭山與龜形山,高雄市851茂林區,120.68753,22.91176,2020/08/05 17:02:27,https://khh.travel/content/images/Attractions/21454/640x480_attractions-image-z8oki1mjj0y5yc1n3c8dqg.jpg
旗山生活文化園區,高雄市842旗山區文中路7號,120.48085,22.88999,2020/07/08 15:58:15,https://khh.travel/image/8489/640x480
右昌森林公園,高雄市811楠梓區德民路、後昌路及加宏路間,120.29345,22.72056,2020/06/18 16:38:04,https://khh.travel/image/387/640x480
空中的雨林-R17世運站,高雄市811楠梓區左楠路1號,120.30236,22.70145,2020/05/27 11:23:28,https://khh.travel/image/163/640x480
漯底山自然公園,高雄市827彌陀區漯底里山頂路,120.25311,22.77096,2020/05/27 11:20:39,https://khh.travel/image/1177/640x480
高雄港,高雄市804鼓山區臨海二路62號,120.28809,22.59944,2020/05/27 11:03:06,https://khh.travel/image/408/640x480
八五大樓,高雄市802苓雅區自強三路1號,120.30026,22.61164,2020/05/27 10:45:13,https://khh.travel/content/images/Attractions/20535/640x480_attractions-image-v4evkv7s-kkv48rh68sviw.jpg
明德新村(將軍村),高雄市813左營區明德新村,120.28674,22.69407,2020/05/27 00:06:02,https://khh.travel/image/8485/640x480
東便門(同儀門)/東福橋,高雄市830鳳山區三民路44巷28號,120.36308,22.62149,2020/05/27 00:04:03,https://khh.travel/content/images/Attractions/20406/640x480_attractions-image-qxlbveud-0g-dfg8fzncha.jpg
黃蝶翠谷,高雄市843美濃區高109鄉道31號,120.57739,22.88405,2020/05/26 23:51:38,https://khh.travel/content/images/Attractions/1361/640x480_img_5260_6871.jpg
九番埤濕地公園,高雄市814仁武區東起自中山高速公路，西側與九番埤相連,120.32643,22.68715,2020/05/26 23:50:44,https://khh.travel/image/273/640x480
高雄市二二八和平公園,高雄市803鹽埕區中正四路,120.28763,22.62551,2020/05/26 23:40:19,https://khh.travel/image/873/640x480
蓮潭滑水主題樂園,高雄市813左營區蓮池潭西南水域及陸域,120.29523,22.67864,2020/05/26 23:34:01,https://khh.travel/content/images/Attractions/20456/640x480_attractions-image-ta3664q-mkuyo9kmnyjeca.jpg
鍾理和紀念館,高雄市843美濃區廣林里朝元95號,120.58614,22.93324,2020/05/26 16:23:31,https://khh.travel/image/998/640x480
前鎮之星,高雄市806前鎮區中山三路與凱旋四路交叉口,120.31527,22.59523,2020/05/26 15:54:02,https://khh.travel/content/images/Attractions/25/640x480_ck9a0454_6262.jpg
前鎮漁港,,120.31533,22.57057,,
十八王公廟,高雄市804鼓山區蓮海路18號(前清打狗英國領事館旁),120.26707,22.61923,2020/05/26 14:23:42,https://khh.travel/content/images/Attractions/34/640x480_ck9a1168_6375.jpg
光之穹頂-O5R10美麗島捷運站,高雄市800新興區中山一路115號,120.30132,22.63151,2020/05/26 14:18:03,https://khh.travel/content/images/Attractions/20104/640x480_attractions-image-tpcaf5sguucuhvl4q_mnmw.jpg
援中港生態濕地公園,高雄市811楠梓區後勁溪與典寶溪之間，德中路與援中路交叉口,120.27041,22.73013,2020/05/25 17:19:37,https://khh.travel/image/541/640x480
前鎮輪渡站,高雄市806前鎮區臨水南路2號,120.30641,22.58726,2020/05/22 14:55:07,https://khh.travel/content/images/Attractions/20059/640x480_attractions-image-xh6wj-rsn0-xtwfmsqxr9g.jpg
澄瀾砲台,高雄市830鳳山區復興街與立志街口,120.35472,22.62393,2020/05/22 14:09:27,https://khh.travel/content/images/Attractions/20015/640x480_attractions-image-dwbhvq3ojemuobyholdjkw.jpg
高鐵左營站,高雄市813左營區高鐵路105號,120.30765,22.68713,2020/05/22 13:30:30,https://khh.travel/content/images/Attractions/19972/640x480_attractions-image-pl0n76ejtecacfk7nioxqa.jpg
內門308高地,高雄市845內門區,120.44242,22.97741,2020/05/13 13:23:37,https://khh.travel/image/1247/640x480
鴨母王朱一貴文化園區,高雄市845內門區光興里鴨母寮8-10號,120.45337,22.93946,2020/05/13 13:22:25,https://khh.travel/image/684/640x480
漯底社區發展協會 - 斗笠歷史,高雄市827彌陀區樂安樂路廟巷14號,120.24353,22.76704,2020/05/01 16:43:56,https://khh.travel/image/8460/640x480
赤崁劉家古厝,高雄市826梓官區赤崁西路30號,120.24660,22.73735,2020/05/01 16:43:56,https://khh.travel/image/8461/640x480
鹽田社區社區彩繪,高雄市828永安區鹽田里永達路81號,120.20937,22.83446,2020/05/01 16:43:56,https://khh.travel/image/8462/640x480
永安蘇班長安心漁場,高雄市828永安區永達路72-2號,120.21230,22.83044,2020/05/01 16:43:56,https://khh.travel/image/8463/640x480
浦來溪頭社戰道,高雄市844六龜區自旗山循省道台21線北上至甲仙再轉省道來,120.70133,23.10651,2020/05/01 16:43:56,https://khh.travel/image/8454/640x480
老樹廣場,高雄市844六龜區寶來里寶來街1號,120.70264,23.10701,2020/05/01 16:43:56,https://khh.travel/image/8455/640x480
雙層巴士,高雄市813左營區高鐵路107號,120.30740,22.68744,2020/05/01 16:43:56,https://khh.travel/content/images/Attractions/8470/640x480_double-decker bus4_8868.jpg
金鑾宮,高雄市852茄萣區港東街111號,120.18362,22.89509,2020/05/01 16:43:56,https://khh.travel/image/8465/640x480
茄萣濕地,高雄市852茄萣區濱海路一段,120.20069,22.88357,2020/05/01 16:43:56,https://khh.travel/image/8466/640x480
舊城傳統美食,高雄市813左營區店仔頂路3號,120.29063,22.68235,2020/05/01 16:43:56,https://khh.travel/image/8467/640x480
超峰寺,高雄市822阿蓮區崗山里崗山5號,120.34265,22.85466,2020/05/01 16:43:56,https://khh.travel/image/698/640x480
高屏溪斜張橋,高雄市840大樹區大樹區與屏東縣九如鄉交界處,120.45015,22.76560,2020/05/01 16:43:56,https://khh.travel/image/668/640x480
竹滬明寧靖王廟-華山殿,高雄市821路竹區竹滬里華山路7號,120.22890,22.86342,2020/05/01 16:43:56,https://khh.travel/image/1378/640x480
南海紫竹寺,高雄市845內門區內豐里內埔82號,120.46137,22.94175,2020/05/01 16:43:56,https://khh.travel/image/809/640x480
勞工公園,高雄市806前鎮區中山三路,120.30931,22.60726,2020/05/01 16:43:56,https://khh.travel/image/839/640x480
二仁溪親水公園,高雄市822阿蓮區二仁溪旁,120.33049,22.88629,2020/05/01 16:43:56,https://khh.travel/image/864/640x480
中芸漁港,高雄市832林園區漁港路2號,120.39905,22.48336,2020/05/01 16:43:56,https://khh.travel/image/1514/640x480
大愛園區,高雄市846杉林區月眉村清水路中學巷（台21線杉林國中旁）,120.54510,22.96549,2020/05/01 16:43:56,https://khh.travel/image/626/640x480
香蕉碼頭,高雄市804鼓山區蓬萊路17號,120.27834,22.61852,2020/05/01 16:43:56,https://khh.travel/image/136/640x480
妙崇寺,高雄市844六龜區舊潭3之3號,120.66919,23.01074,2020/05/01 16:43:56,https://khh.travel/image/1275/640x480
彌陀海濱遊樂區,高雄市827彌陀區光和村光和路,120.22530,22.78202,2020/05/01 16:43:56,https://khh.travel/image/1429/640x480
白雲寺,高雄市852茄萣區文化路47號,120.18306,22.90966,2020/05/01 16:43:56,https://khh.travel/image/1047/640x480
得樂日嘎橋,高雄市851茂林區得樂日嘎大橋,120.65452,22.88345,2020/05/01 16:43:56,https://khh.travel/image/1637/640x480
紅樹林茄苳溪保護區,高雄市826梓官區中正二街60號,120.27041,22.73013,2020/05/01 16:43:56,https://khh.travel/image/1058/640x480
凝聚的綠寶石-R4高雄國際機場站,高雄市812小港區高雄國際機場的3號出口旁,120.34173,22.57009,2020/05/01 16:43:56,https://khh.travel/image/149/640x480
創藝所在-R7獅甲站,高雄市806前鎮區中山三路132號 (獅甲站3號出入右轉步行約3分鐘，於勞工公園內),120.30808,22.60605,2020/05/01 16:43:56,https://khh.travel/image/157/640x480
